,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Person'
4,b'Human hair'
5,b'Dress'
6,b'Clothing'
7,b'Girl'
8,b'Dress'
9,b'Human head'
10,b'Man'
11,b'Human nose'
12,b'Human arm'
13,b'Trousers'
14,b'Human eye'
15,b'Human arm'
16,b'Human body'
17,b'Clothing'
18,b'Human arm'
19,b'Human hair'
20,b'Shirt'
21,b'Human arm'
22,b'Human hair'
23,b'Human arm'
24,b'Human hand'
25,b'Human arm'
26,b'Human mouth'
27,b'Human eye'
28,b'Human arm'
29,b'Human eye'
30,b'Human nose'
31,b'Chair'
32,b'Mammal'
33,b'Human hair'
34,b'Human arm'
35,b'Human leg'
36,b'Human leg'
37,b'Human hand'
38,b'Human arm'
39,b'Furniture'
40,b'Human mouth'
41,b'Skirt'
42,b'Poster'
43,b'Human arm'
44,b'Human eye'
45,b'Human arm'
46,b'Window'
47,b'Human eye'
48,b'Human mouth'
49,b'Human nose'
50,b'Door'
51,b'Suit'
52,b'Human arm'
53,b'Shorts'
54,b'Picture frame'
55,b'Jacket'
56,b'Picture frame'
57,b'Human nose'
58,b'Furniture'
59,b'Human head'
60,b'Window'
61,b'Door'
62,b'Sculpture'
63,b'Furniture'
64,b'Chair'
65,b'Fashion accessory'
66,b'Fashion accessory'
67,b'Dress'
68,b'Furniture'
69,b'Woman'
70,b'Human nose'
71,b'House'
72,b'Coat'
73,b'Jeans'
74,b'Miniskirt'
75,b'Human eye'
76,b'Person'
77,b'Door'
78,b'Poster'
79,b'Human mouth'
80,b'Suit'
81,b'Human eye'
82,b'Window'
83,b'Suit'
84,b'Human eye'
85,b'Window'
86,b'Human ear'
87,b'Building'
88,b'Human mouth'
89,b'Human eye'
90,b'Fashion accessory'
91,b'Countertop'
92,b'Table'
93,b'Fashion accessory'
94,b'Woman'
95,b'Man'
96,b'Window'
97,b'Window'
98,b'Human arm'
99,b'Clothing'
