,a
0,b'Man'
1,b'Footwear'
2,b'Footwear'
3,b'Clothing'
4,b'Building'
5,b'Clothing'
6,b'Person'
7,b'Person'
8,b'Building'
9,b'Man'
10,b'Human face'
11,b'Trousers'
12,b'Mammal'
13,b'Human arm'
14,b'Clothing'
15,b'Human head'
16,b'Human arm'
17,b'Window'
18,b'Window'
19,b'Human leg'
20,b'Human leg'
21,b'Mammal'
22,b'Human arm'
23,b'Clothing'
24,b'Jeans'
25,b'Human leg'
26,b'Clothing'
27,b'Human body'
28,b'Footwear'
29,b'Person'
30,b'Human arm'
31,b'Food'
32,b'Human body'
33,b'Human hair'
34,b'Window'
35,b'Human leg'
36,b'Street light'
37,b'Suit'
38,b'Window'
39,b'Dog'
40,b'Footwear'
41,b'Boy'
42,b'Building'
43,b'Footwear'
44,b'Building'
45,b'Man'
46,b'Woman'
47,b'Footwear'
48,b'Woman'
49,b'Footwear'
50,b'Clothing'
51,b'Animal'
52,b'Human hair'
53,b'Food'
54,b'Window'
55,b'Sports equipment'
56,b'Mammal'
57,b'Person'
58,b'Building'
59,b'Clothing'
60,b'Carnivore'
61,b'Window'
62,b'Man'
63,b'Human leg'
64,b'Human arm'
65,b'Human head'
66,b'Building'
67,b'Window'
68,b'Building'
69,b'House'
70,b'Mammal'
71,b'Window'
72,b'Person'
73,b'Sports uniform'
74,b'Human arm'
75,b'Human leg'
76,b'Man'
77,b'Boy'
78,b'Window'
79,b'Human hair'
80,b'Window'
81,b'Window'
82,b'Window'
83,b'Human face'
84,b'Human arm'
85,b'Clothing'
86,b'Cat'
87,b'Snack'
88,b'Window'
89,b'Bird'
90,b'Footwear'
91,b'Window'
92,b'Human hair'
93,b'Human leg'
94,b'Vehicle'
95,b'House'
96,b'Window'
97,b'Girl'
98,b'Mammal'
99,b'Human face'
