,a
0,0.71341264
1,0.7055616
2,0.69416445
3,0.5087776
4,0.2832244
5,0.21904947
6,0.12452641
7,0.121643156
8,0.11508087
9,0.10307852
10,0.06686874
11,0.06293441
12,0.05449237
13,0.053595703
14,0.045777887
15,0.039271846
16,0.039026435
17,0.038776644
18,0.035686933
19,0.032503467
20,0.023426855
21,0.022672264
22,0.022109602
23,0.016843254
24,0.015825942
25,0.015370971
26,0.014467728
27,0.014432982
28,0.013568567
29,0.012632247
30,0.01249346
31,0.012169577
32,0.01189361
33,0.011838974
34,0.011593383
35,0.011547163
36,0.011364508
37,0.010846473
38,0.010820852
39,0.010692062
40,0.01015891
41,0.009940944
42,0.00961493
43,0.009415584
44,0.008093524
45,0.008054774
46,0.007912605
47,0.007814645
48,0.0076467213
49,0.0075267274
50,0.007375093
51,0.007125891
52,0.0069342507
53,0.0067904354
54,0.006669182
55,0.006056181
56,0.00594079
57,0.0059279064
58,0.0058703027
59,0.005790569
60,0.0057584504
61,0.0056460598
62,0.0056428644
63,0.0055746906
64,0.0054631787
65,0.005427914
66,0.005411195
67,0.0051823803
68,0.0051541426
69,0.005150397
70,0.004797361
71,0.004499598
72,0.0044493796
73,0.0044126823
74,0.004397179
75,0.0043205475
76,0.004306699
77,0.004305933
78,0.0042880718
79,0.004281642
80,0.0042451657
81,0.0042261654
82,0.004141846
83,0.0041161976
84,0.003919272
85,0.003916172
86,0.0038362616
87,0.003806005
88,0.0037652766
89,0.0036446305
90,0.0035682346
91,0.003562845
92,0.0035117248
93,0.0034831762
94,0.0034396066
95,0.0033963812
96,0.0033691172
97,0.0033495482
98,0.003188209
99,0.003187258
