,a
0,0.98390687
1,0.8227205
2,0.5973582
3,0.34238195
4,0.18654186
5,0.18586716
6,0.15481687
7,0.13388735
8,0.12742098
9,0.12378071
10,0.112913
11,0.102007166
12,0.097562954
13,0.0952574
14,0.09421749
15,0.08430063
16,0.07682831
17,0.06532771
18,0.057773322
19,0.055689823
20,0.051915266
21,0.042612948
22,0.04010288
23,0.035705905
24,0.035640575
25,0.033210702
26,0.028767865
27,0.027508114
28,0.027340062
29,0.021216469
30,0.020777104
31,0.019848838
32,0.019127607
33,0.01756244
34,0.016006539
35,0.015992919
36,0.013858905
37,0.013166631
38,0.013016212
39,0.011252039
40,0.010990204
41,0.010570665
42,0.010127746
43,0.009895565
44,0.009881361
45,0.009657708
46,0.009345104
47,0.009209792
48,0.009188974
49,0.008774417
50,0.008344858
51,0.0077379206
52,0.007612774
53,0.007290612
54,0.0071039307
55,0.0065229773
56,0.0057221884
57,0.0056076995
58,0.005352188
59,0.005344476
60,0.005015167
61,0.0049708695
62,0.004728796
63,0.0045239506
64,0.0045005092
65,0.0044765524
66,0.0043983115
67,0.0043383995
68,0.004263853
69,0.004249126
70,0.00420993
71,0.00400246
72,0.0038973512
73,0.0038389342
74,0.003787154
75,0.0035035396
76,0.0034254785
77,0.0033544635
78,0.003315759
79,0.0032195032
80,0.0032160508
81,0.0031582576
82,0.003059681
83,0.003032098
84,0.0030319782
85,0.0029131742
86,0.0028636998
87,0.002858264
88,0.0028333159
89,0.002816353
90,0.0027376062
91,0.0027325887
92,0.0027253358
93,0.0027200296
94,0.0027199737
95,0.002669281
96,0.0025979215
97,0.0025935974
98,0.002522657
99,0.00247677
