,a
0,0.9956508
1,0.45625138
2,0.2247164
3,0.06560636
4,0.056242753
5,0.049961988
6,0.049620286
7,0.04089868
8,0.036737226
9,0.0333875
10,0.030481642
11,0.028283186
12,0.023891242
13,0.016590962
14,0.016263537
15,0.015972016
16,0.014909882
17,0.014367716
18,0.013452702
19,0.012314683
20,0.0112318965
21,0.011108317
22,0.010234328
23,0.009543888
24,0.009292064
25,0.009224022
26,0.008947753
27,0.007632178
28,0.0074626557
29,0.0072272327
30,0.0071339523
31,0.0067900633
32,0.006700534
33,0.0066315522
34,0.0066035697
35,0.0064983577
36,0.0060249614
37,0.0059758555
38,0.0057784216
39,0.005609382
40,0.00558805
41,0.005379627
42,0.0052406695
43,0.0051897787
44,0.004892384
45,0.004838031
46,0.0047535156
47,0.004605146
48,0.0044856803
49,0.0044046845
50,0.0041566263
51,0.004105082
52,0.0039172145
53,0.0038773452
54,0.0037405274
55,0.0037138597
56,0.003677433
57,0.003649348
58,0.0036179572
59,0.0035811856
60,0.0035530918
61,0.0031521316
62,0.003079459
63,0.0030638946
64,0.0030413044
65,0.0030031884
66,0.0028875475
67,0.002870846
68,0.0027706427
69,0.0027506684
70,0.0027130058
71,0.0025495614
72,0.0023757175
73,0.002193912
74,0.0020861072
75,0.0020859912
76,0.0020656986
77,0.0020042202
78,0.0019997614
79,0.0019532612
80,0.0019244798
81,0.001901582
82,0.0018190043
83,0.0017937727
84,0.0017908892
85,0.0016490009
86,0.001645712
87,0.0016424314
88,0.0016356192
89,0.0015675789
90,0.0015609371
91,0.0015532459
92,0.0015192524
93,0.0014856379
94,0.0014818793
95,0.0014793967
96,0.0014706866
97,0.0014676151
98,0.0014641222
99,0.0014550778
