,a
0,0.45024836
1,0.4071424
2,0.4018004
3,0.38890573
4,0.32538128
5,0.24161558
6,0.22960128
7,0.21308897
8,0.17666306
9,0.17361194
10,0.17038055
11,0.16706133
12,0.11341054
13,0.11242453
14,0.08771677
15,0.08620067
16,0.081310205
17,0.07819106
18,0.06920449
19,0.068271935
20,0.06695506
21,0.06433249
22,0.06384362
23,0.059204165
24,0.056156673
25,0.045935407
26,0.041364495
27,0.04134676
28,0.0401836
29,0.038081292
30,0.03632208
31,0.033865754
32,0.031672817
33,0.028873391
34,0.02789545
35,0.026998634
36,0.026579123
37,0.024759531
38,0.024073416
39,0.02334353
40,0.023294603
41,0.022851096
42,0.022467472
43,0.021226559
44,0.020064661
45,0.02003308
46,0.019951144
47,0.019256039
48,0.018756293
49,0.018555144
50,0.017402798
51,0.017334474
52,0.01726157
53,0.017174922
54,0.017134275
55,0.016202882
56,0.016159732
57,0.016067622
58,0.01589794
59,0.015824663
60,0.015705297
61,0.015698567
62,0.0147299
63,0.014522575
64,0.014491781
65,0.014347301
66,0.0141316345
67,0.01354705
68,0.013084585
69,0.0128024435
70,0.0127770025
71,0.012523046
72,0.011615003
73,0.0115084555
74,0.011231184
75,0.011002787
76,0.010720234
77,0.010556226
78,0.010446745
79,0.010405673
80,0.010147523
81,0.0099719325
82,0.009672941
83,0.009594881
84,0.00918853
85,0.009175209
86,0.009162807
87,0.008999572
88,0.008727816
89,0.008600595
90,0.00801813
91,0.0080172075
92,0.007749147
93,0.0076717827
94,0.007290972
95,0.0072582387
96,0.007221118
97,0.0071068103
98,0.0068940683
99,0.0068631466
