,a
0,b'Person'
1,b'Clothing'
2,b'Jeans'
3,b'Clothing'
4,b'Shorts'
5,b'Clothing'
6,b'Girl'
7,b'Woman'
8,b'Clothing'
9,b'Clothing'
10,b'Boy'
11,b'Man'
12,b'Trousers'
13,b'Human hand'
14,b'Human arm'
15,b'Door'
16,b'Jeans'
17,b'Human face'
18,b'Miniskirt'
19,b'Human body'
20,b'Person'
21,b'Human hand'
22,b'Clothing'
23,b'Human leg'
24,b'Door'
25,b'Window'
26,b'Clothing'
27,b'Dress'
28,b'Girl'
29,b'Dress'
30,b'Human hair'
31,b'Human arm'
32,b'Door'
33,b'Picture frame'
34,b'Human hair'
35,b'Person'
36,b'Human arm'
37,b'Clothing'
38,b'Clothing'
39,b'Human face'
40,b'Clothing'
41,b'Door'
42,b'Human arm'
43,b'Jeans'
44,b'Human leg'
45,b'Building'
46,b'House'
47,b'Shirt'
48,b'Mammal'
49,b'Clothing'
50,b'Sports uniform'
51,b'Human arm'
52,b'Sports uniform'
53,b'Clothing'
54,b'Human hair'
55,b'Human arm'
56,b'Swimwear'
57,b'Jeans'
58,b'Human ear'
59,b'Human arm'
60,b'Human body'
61,b'Jeans'
62,b'Human hand'
63,b'Dress'
64,b'Furniture'
65,b'Fashion accessory'
66,b'Door'
67,b'Door'
68,b'Human hair'
69,b'Human hand'
70,b'Toy'
71,b'Human hand'
72,b'Human ear'
73,b'Window'
74,b'Fashion accessory'
75,b'Skirt'
76,b'Fashion accessory'
77,b'Human head'
78,b'Doll'
79,b'Shorts'
80,b'Dress'
81,b'Sports uniform'
82,b'Human leg'
83,b'Human ear'
84,b'Window'
85,b'Furniture'
86,b'Table'
87,b'Human face'
88,b'Window'
89,b'Pillow'
90,b'Human leg'
91,b'Human leg'
92,b'Woman'
93,b'Human arm'
94,b'Human head'
95,b'Building'
96,b'Human ear'
97,b'Pillow'
98,b'Human hair'
99,b'Window'
