,a
0,b'Clothing'
1,b'Human face'
2,b'Woman'
3,b'Shelf'
4,b'Brassiere'
5,b'Girl'
6,b'Shelf'
7,b'Furniture'
8,b'Person'
9,b'Clothing'
10,b'Human hair'
11,b'Shelf'
12,b'Trousers'
13,b'Furniture'
14,b'Clothing'
15,b'Jeans'
16,b'Human arm'
17,b'Cabinetry'
18,b'Shelf'
19,b'Shelf'
20,b'Human arm'
21,b'Human hand'
22,b'Shelf'
23,b'Clothing'
24,b'Furniture'
25,b'Cupboard'
26,b'Clothing'
27,b'Furniture'
28,b'Human leg'
29,b'Shelf'
30,b'Furniture'
31,b'Human arm'
32,b'Human arm'
33,b'Human leg'
34,b'Cabinetry'
35,b'Human body'
36,b'Swimwear'
37,b'Window'
38,b'Human head'
39,b'Refrigerator'
40,b'Clothing'
41,b'Human arm'
42,b'Shelf'
43,b'Furniture'
44,b'Cabinetry'
45,b'Shelf'
46,b'Furniture'
47,b'Dress'
48,b'Cabinetry'
49,b'Shelf'
50,b'Shelf'
51,b'Bed'
52,b'Suit'
53,b'Human leg'
54,b'Human mouth'
55,b'Human hair'
56,b'Shelf'
57,b'Office supplies'
58,b'Wardrobe'
59,b'House'
60,b'Shelf'
61,b'Shelf'
62,b'Building'
63,b'Couch'
64,b'Cabinetry'
65,b'Wardrobe'
66,b'House'
67,b'Furniture'
68,b'Window'
69,b'Wardrobe'
70,b'Refrigerator'
71,b'Window'
72,b'Person'
73,b'Refrigerator'
74,b'Cupboard'
75,b'Human hair'
76,b'Window'
77,b'Person'
78,b'Jacket'
79,b'Shelf'
80,b'Medical equipment'
81,b'Sofa bed'
82,b'Table'
83,b'Bookcase'
84,b'Human arm'
85,b'Closet'
86,b'Dress'
87,b'Human hair'
88,b'Cabinetry'
89,b'Clothing'
90,b'Cabinetry'
91,b'Bookcase'
92,b'Clothing'
93,b'Drawer'
94,b'Cupboard'
95,b'Door'
96,b'Person'
97,b'Office building'
98,b'Human nose'
99,b'Furniture'
