,a
0,0.86680424
1,0.68644327
2,0.68065727
3,0.5583319
4,0.45420048
5,0.43310258
6,0.24034782
7,0.23233205
8,0.22059682
9,0.13928635
10,0.11376157
11,0.097186886
12,0.08129637
13,0.06881811
14,0.056698184
15,0.04614928
16,0.045367982
17,0.039364304
18,0.033553313
19,0.031104503
20,0.030914845
21,0.029674187
22,0.029149001
23,0.028009625
24,0.02504492
25,0.022249358
26,0.022124277
27,0.02174594
28,0.020756466
29,0.01802754
30,0.0159529
31,0.014586531
32,0.013674145
33,0.0128772445
34,0.0126466695
35,0.0111415
36,0.01043889
37,0.010227276
38,0.009536535
39,0.009361061
40,0.009227014
41,0.009050574
42,0.008823577
43,0.008672756
44,0.008505334
45,0.008488438
46,0.008024188
47,0.007810293
48,0.007804693
49,0.0075118183
50,0.0074965702
51,0.0071286815
52,0.006926815
53,0.0066884896
54,0.0066363695
55,0.006508541
56,0.0063231383
57,0.00626034
58,0.006156937
59,0.005947474
60,0.0058851014
61,0.005835326
62,0.0056822356
63,0.005600174
64,0.0054205395
65,0.0054025706
66,0.0049011447
67,0.0047333585
68,0.004615308
69,0.004610629
70,0.004271103
71,0.004235318
72,0.0040270137
73,0.003988853
74,0.0036351122
75,0.0036072538
76,0.0035967818
77,0.0035630728
78,0.003540283
79,0.0034446134
80,0.0033935227
81,0.003234535
82,0.0032234923
83,0.003163444
84,0.0029972724
85,0.0029806125
86,0.0029410203
87,0.0027850398
88,0.0027806612
89,0.002636057
90,0.0026102553
91,0.0025840336
92,0.0024712624
93,0.0022813727
94,0.002196892
95,0.0021508527
96,0.002131199
97,0.0020861598
98,0.0020741571
99,0.002052166
