,a
0,b'Dog'
1,b'Clothing'
2,b'Person'
3,b'Man'
4,b'Clothing'
5,b'Dog'
6,b'Person'
7,b'Suit'
8,b'Person'
9,b'Mammal'
10,b'Clothing'
11,b'Van'
12,b'Clothing'
13,b'Human arm'
14,b'Human arm'
15,b'Carnivore'
16,b'Dog'
17,b'Human face'
18,b'Man'
19,b'Mammal'
20,b'Jacket'
21,b'Human face'
22,b'Human arm'
23,b'Human arm'
24,b'Person'
25,b'Luggage and bags'
26,b'Human leg'
27,b'Truck'
28,b'Human body'
29,b'Human arm'
30,b'Woman'
31,b'Man'
32,b'Land vehicle'
33,b'Boy'
34,b'Clothing'
35,b'Furniture'
36,b'Vehicle'
37,b'Human arm'
38,b'Clothing'
39,b'Clothing'
40,b'Clothing'
41,b'Human arm'
42,b'Human body'
43,b'Carnivore'
44,b'Clothing'
45,b'Luggage and bags'
46,b'Woman'
47,b'Jacket'
48,b'Car'
49,b'Mammal'
50,b'Dog'
51,b'Mammal'
52,b'Boy'
53,b'Human arm'
54,b'Human arm'
55,b'Chair'
56,b'Human arm'
57,b'Man'
58,b'Human leg'
59,b'Trousers'
60,b'Dog bed'
61,b'Furniture'
62,b'Clothing'
63,b'Backpack'
64,b'Dog'
65,b'Clothing'
66,b'Girl'
67,b'Human body'
68,b'Woman'
69,b'Girl'
70,b'Human hand'
71,b'Fashion accessory'
72,b'Person'
73,b'Human hand'
74,b'Toy'
75,b'Human leg'
76,b'Human arm'
77,b'Human body'
78,b'Human leg'
79,b'Boy'
80,b'Table'
81,b'Fashion accessory'
82,b'Boy'
83,b'Clothing'
84,b'Furniture'
85,b'Furniture'
86,b'Car'
87,b'Jeans'
88,b'Woman'
89,b'Shirt'
90,b'Human face'
91,b'Human arm'
92,b'Girl'
93,b'Vehicle'
94,b'Jacket'
95,b'Jeans'
96,b'Human face'
97,b'Human arm'
98,b'Human arm'
99,b'Jacket'
