,a
0,0.6967425
1,0.67963123
2,0.53892654
3,0.298021
4,0.19261488
5,0.18517418
6,0.17991987
7,0.1761463
8,0.17483604
9,0.16875066
10,0.14967601
11,0.13671431
12,0.13564397
13,0.13278037
14,0.120184936
15,0.10356242
16,0.09945165
17,0.097492956
18,0.097052656
19,0.091793984
20,0.08109493
21,0.07984792
22,0.07979229
23,0.07952478
24,0.07834845
25,0.07778445
26,0.07665471
27,0.0718628
28,0.06440838
29,0.058131028
30,0.05700978
31,0.054253347
32,0.047037937
33,0.046555463
34,0.043738898
35,0.041255955
36,0.039739642
37,0.038010523
38,0.037515603
39,0.03371856
40,0.032410737
41,0.031728163
42,0.029798202
43,0.029449075
44,0.027182655
45,0.02636559
46,0.026204605
47,0.024907568
48,0.024600377
49,0.022860726
50,0.022004211
51,0.021265041
52,0.019991795
53,0.018502435
54,0.018356353
55,0.018325597
56,0.017453264
57,0.017297177
58,0.016915984
59,0.016417814
60,0.016041536
61,0.015326365
62,0.013763351
63,0.013427582
64,0.013381715
65,0.012916675
66,0.012772416
67,0.012571667
68,0.011988547
69,0.011680384
70,0.011561569
71,0.01153582
72,0.011330042
73,0.011254557
74,0.011214996
75,0.011167099
76,0.0108004855
77,0.0107195815
78,0.010538075
79,0.010411879
80,0.010369917
81,0.010277155
82,0.010232429
83,0.009344911
84,0.009218068
85,0.009083798
86,0.0089533795
87,0.008515437
88,0.0085114045
89,0.008226387
90,0.008154974
91,0.007861652
92,0.007765938
93,0.007725469
94,0.0077192667
95,0.007252384
96,0.0071692932
97,0.006823611
98,0.0063978448
99,0.0063635726
