,a
0,0.6617703
1,0.52950454
2,0.42275098
3,0.2497355
4,0.20309897
5,0.17175089
6,0.10776855
7,0.10601814
8,0.10331544
9,0.084308766
10,0.07881119
11,0.07844305
12,0.070030265
13,0.045642648
14,0.043213688
15,0.03861089
16,0.031434394
17,0.030267071
18,0.03025367
19,0.028526893
20,0.024882996
21,0.02337786
22,0.020522125
23,0.020055467
24,0.019446153
25,0.017904442
26,0.017899094
27,0.017797764
28,0.01718427
29,0.015141123
30,0.01452089
31,0.013501256
32,0.013279901
33,0.013123577
34,0.012979512
35,0.012860702
36,0.01185399
37,0.011706504
38,0.011640655
39,0.010838528
40,0.010828795
41,0.010172655
42,0.010074481
43,0.009777112
44,0.009696082
45,0.00965109
46,0.009021198
47,0.008981176
48,0.0083038695
49,0.0082990285
50,0.008057359
51,0.007831662
52,0.0071555246
53,0.0067649605
54,0.0067545944
55,0.0066251685
56,0.0065881675
57,0.0064865937
58,0.006419952
59,0.006213024
60,0.0062077926
61,0.0060222265
62,0.0056345435
63,0.005395093
64,0.005200248
65,0.004991056
66,0.0048910463
67,0.004850027
68,0.0047132433
69,0.0047115427
70,0.0046635596
71,0.004653002
72,0.0045025335
73,0.0044057714
74,0.004394109
75,0.004309435
76,0.00419974
77,0.004123242
78,0.0040578707
79,0.0040550013
80,0.0039911554
81,0.0039427015
82,0.0038405624
83,0.003761647
84,0.0037167687
85,0.003541782
86,0.003490932
87,0.0034513061
88,0.0033272204
89,0.0032975913
90,0.0032753765
91,0.0032265577
92,0.0031994795
93,0.0031939305
94,0.0031697336
95,0.0030729873
96,0.0030597216
97,0.00304756
98,0.0029937015
99,0.002983793
