,a,b,c,d
0,0.09754868,0.13632782,0.96290797,1.0
1,0.2929848,0.35994726,0.92244166,0.81325185
2,0.25449094,0.1634044,0.94007355,0.6591257
3,0.08898596,0.0,0.9715259,0.734847
4,0.28500226,0.49175012,0.7616629,0.7383965
5,0.15128261,0.019197406,1.0,0.60632473
6,0.51100117,0.70868725,0.6093378,0.7925966
7,0.8055941,0.4782753,0.9942707,0.90180236
8,0.09034335,0.04035141,0.6369758,0.55524576
9,0.31039062,0.37878048,0.8709302,0.67333204
10,0.25809824,0.5046096,0.66457117,0.91198385
11,0.34883037,0.41838822,0.76780397,0.832743
12,0.23946178,0.591647,0.60339934,0.99908584
13,0.29212794,0.07238733,0.9870345,0.7062856
14,0.035199992,0.03225815,0.74778134,0.9390762
15,0.3550184,0.31431624,0.9743378,0.95848006
16,0.37885585,0.32268232,0.995164,1.0
17,0.41506225,0.31843308,0.92908573,0.64327073
18,0.25179145,0.50743353,0.6510519,0.67762274
19,0.46819505,0.32320067,0.8623074,0.6293453
20,0.035071716,0.15894012,0.60840464,0.7424421
21,0.05925629,0.021812782,0.9974611,1.0
22,0.34961575,0.500908,0.94138753,0.9655098
23,0.5026639,0.7150894,0.61343724,0.8336763
24,0.17268422,0.57228094,0.7683802,0.9912023
25,0.1026795,0.47839683,0.65103215,1.0
26,0.1834169,0.3678922,0.87886214,1.0
27,0.38570273,0.47889224,0.7272569,0.92802566
28,0.18922666,0.17748371,1.0,1.0
29,0.06776194,0.030256232,0.77127695,0.70022947
30,0.4453476,0.33160105,0.8994113,0.6438675
31,0.12922646,0.0,0.9758765,0.5256153
32,0.06507339,0.066264115,0.7117147,0.6161505
33,0.005014814,0.4673378,0.28027827,0.9765602
34,0.7301463,0.36652786,1.0,0.9231494
35,0.061666694,0.17783491,0.664763,0.7980946
36,0.0323349,0.026270714,0.9734839,0.9237581
37,0.4304305,0.36055237,0.93070775,0.63578993
38,0.1915122,0.18519256,0.9401465,0.9052297
39,0.48983797,0.6144132,0.9165096,0.99799263
40,0.3249671,0.105022654,1.0,0.74862313
41,0.10318385,0.59668446,0.9272211,1.0
42,0.04752144,0.021484947,0.8845301,0.46155235
43,0.015272878,0.04385517,0.471554,0.87835586
44,0.5986376,0.0,1.0,0.4941979
45,0.372286,0.6221415,0.8239908,0.972815
46,0.69519985,0.3687879,1.0,0.9522014
47,0.395314,0.5157493,0.6854609,0.7177091
48,0.039984766,0.21359275,0.708211,0.9884988
49,0.46460974,0.61360586,0.9794468,1.0
50,0.49871132,0.70428145,0.6549258,0.86959046
51,0.20180199,0.049242534,0.9138779,0.60306174
52,0.07688024,0.4056972,0.6513866,0.9869247
53,0.109709986,0.0021557235,1.0,0.8216855
54,0.05089732,0.058024254,0.97783875,0.86669475
55,0.49449942,0.5922271,0.919531,1.0
56,0.016473567,0.043910332,0.46325004,0.7100935
57,0.0782692,0.030852718,0.60599834,0.58441323
58,0.5844427,0.6937579,0.67798364,0.80968064
59,0.35889164,0.27538413,1.0,0.8928657
60,0.4749759,0.34463465,0.8367659,0.4795492
61,0.0486114,0.5121498,0.6588101,1.0
62,0.13359523,0.032417756,0.84550685,0.64956504
63,0.4955002,0.6955134,0.6409627,0.9182318
64,0.020451661,0.06449833,0.96046656,0.9847105
65,0.2953956,0.3878898,0.9792449,1.0
66,0.52314514,0.027924499,1.0,0.91711605
67,0.0419691,0.059972685,0.9746377,0.9577013
68,0.5081429,0.66495,0.67322534,0.8177575
69,0.48221415,0.3391543,0.8816195,0.619191
70,0.30765924,0.44259575,0.9770507,1.0
71,0.037181653,0.0,0.9469997,0.47036186
72,0.6211412,0.007048149,1.0,0.883555
73,0.0,0.48021105,0.28547496,0.9997642
74,0.40515372,0.58569264,0.5338221,0.7049108
75,0.0,0.47275856,0.3379155,1.0
76,0.27841148,0.36634174,0.91089624,0.93128645
77,0.0,0.0,0.24044602,0.22265132
78,0.07182159,0.053002317,0.9397731,0.9457299
79,0.0324639,0.033748932,0.3967642,0.57774156
80,0.120022945,0.45666662,0.67706007,1.0
81,0.20432162,0.23901275,0.86725396,0.7893445
82,0.46441856,0.33937493,0.8952753,0.62665975
83,0.2249053,0.58655924,0.6733895,1.0
84,0.78079337,0.4606904,1.0,0.9137811
85,0.47638658,0.5616201,0.70826566,0.73565036
86,0.2257261,0.5744053,0.63209444,0.989805
87,0.43323854,0.3448879,0.9056133,0.6227537
88,0.44551,0.3445314,0.5967677,0.43435186
89,0.30131283,0.49236748,0.8082587,0.7426268
90,0.4480832,0.34127524,0.9959803,0.62613416
91,0.15219271,0.5790693,0.64667237,0.9648247
92,0.55649036,0.07887745,1.0,0.8509157
93,0.0069436394,0.07477055,0.6689123,0.7648701
94,0.4790799,0.35932964,0.9377441,0.62304896
95,0.69041234,0.3545094,1.0,0.92285573
96,0.07405126,0.05393339,0.6999787,0.6137996
97,0.014381231,0.07468719,0.52774525,0.9637594
98,0.08992022,0.29974872,0.8178925,0.86731964
99,0.0585349,0.13452731,0.44234788,0.9187393
