,a
0,0.8503521
1,0.83705074
2,0.56163526
3,0.5008726
4,0.45617414
5,0.35472843
6,0.2652781
7,0.18549283
8,0.16946983
9,0.13095751
10,0.12600203
11,0.110510536
12,0.11015435
13,0.09946734
14,0.09690187
15,0.09647343
16,0.08473657
17,0.072880246
18,0.070460625
19,0.06730983
20,0.06330479
21,0.061249234
22,0.060790457
23,0.059856184
24,0.057926748
25,0.052452262
26,0.049150866
27,0.04344333
28,0.037905093
29,0.031298194
30,0.030718299
31,0.030075673
32,0.029328352
33,0.028403448
34,0.024608707
35,0.02437798
36,0.020095157
37,0.019369004
38,0.018655412
39,0.018400185
40,0.018168401
41,0.017843373
42,0.017313622
43,0.0171352
44,0.017059041
45,0.016836192
46,0.01676749
47,0.016549844
48,0.016489804
49,0.015797043
50,0.015782727
51,0.014265096
52,0.013753729
53,0.012733262
54,0.012564708
55,0.012523136
56,0.012088792
57,0.011904271
58,0.011735969
59,0.0116501
60,0.01137371
61,0.011046742
62,0.010988132
63,0.010247039
64,0.009839866
65,0.009181803
66,0.008782297
67,0.008611671
68,0.0085746655
69,0.008555345
70,0.008517089
71,0.008483137
72,0.008038821
73,0.008000852
74,0.007890869
75,0.0077211284
76,0.0074928566
77,0.0073094512
78,0.007200505
79,0.0071162134
80,0.006965595
81,0.006957743
82,0.006765018
83,0.0066146282
84,0.0064366045
85,0.0063961297
86,0.0063304654
87,0.006147505
88,0.0060769836
89,0.0060666464
90,0.0059227212
91,0.005529888
92,0.005383007
93,0.005265094
94,0.005171977
95,0.005124653
96,0.004995859
97,0.0049694106
98,0.0048138737
99,0.0047221323
