,a
0,b'Food'
1,b'Human hand'
2,b'Person'
3,b'Human hand'
4,b'Person'
5,b'Person'
6,b'Person'
7,b'Human hand'
8,b'Human arm'
9,b'Dessert'
10,b'Human arm'
11,b'Human hand'
12,b'Clothing'
13,b'Food'
14,b'Clothing'
15,b'Human arm'
16,b'Tableware'
17,b'Human arm'
18,b'Food'
19,b'Human arm'
20,b'Human arm'
21,b'Fast food'
22,b'Human hand'
23,b'Frying pan'
24,b'Human hand'
25,b'Human hand'
26,b'Table'
27,b'Wok'
28,b'Food'
29,b'Clothing'
30,b'Tableware'
31,b'Food'
32,b'Food'
33,b'Snack'
34,b'Man'
35,b'Table'
36,b'Person'
37,b'Food'
38,b'Clothing'
39,b'Clothing'
40,b'Human arm'
41,b'Human arm'
42,b'Human hand'
43,b'Frying pan'
44,b'Fish'
45,b'Food'
46,b'Human hand'
47,b'Human foot'
48,b'Food'
49,b'Drink'
50,b'Human hand'
51,b'Man'
52,b'Human hand'
53,b'Food'
54,b'Human leg'
55,b'Kitchen utensil'
56,b'Human face'
57,b'Human hand'
58,b'Food'
59,b'Human ear'
60,b'Human arm'
61,b'Human hand'
62,b'Person'
63,b'Kitchen appliance'
64,b'Mammal'
65,b'Furniture'
66,b'Furniture'
67,b'Human arm'
68,b'Human arm'
69,b'Food'
70,b'Food'
71,b'Seafood'
72,b'Food'
73,b'Ice cream'
74,b'Human arm'
75,b'Mammal'
76,b'Slow cooker'
77,b'Man'
78,b'Food'
79,b'Food'
80,b'Human foot'
81,b'Wine glass'
82,b'Food'
83,b'Food'
84,b'Wok'
85,b'Fruit'
86,b'Cocktail'
87,b'Man'
88,b'Cocktail'
89,b'Shrimp'
90,b'Girl'
91,b'Food'
92,b'Kitchen appliance'
93,b'Person'
94,b'Table'
95,b'Fast food'
96,b'Food'
97,b'Medical equipment'
98,b'Human hand'
99,b'Food'
