,a
0,0.9764446
1,0.7083701
2,0.40933922
3,0.2939272
4,0.2882361
5,0.2684507
6,0.26305947
7,0.23919226
8,0.1646299
9,0.15991373
10,0.15625428
11,0.15211792
12,0.14222726
13,0.11332177
14,0.10498236
15,0.10068645
16,0.07494929
17,0.073624745
18,0.06457749
19,0.05650419
20,0.048054457
21,0.04590318
22,0.042903494
23,0.04066199
24,0.03455448
25,0.03445321
26,0.02716796
27,0.024786675
28,0.02362134
29,0.022048265
30,0.020295965
31,0.018944811
32,0.017894195
33,0.017614754
34,0.017468417
35,0.016925884
36,0.016248187
37,0.0160853
38,0.01435115
39,0.014190114
40,0.014166781
41,0.013891136
42,0.013723965
43,0.013652376
44,0.012253637
45,0.011496959
46,0.011404764
47,0.011014011
48,0.009960221
49,0.009739479
50,0.009070831
51,0.008970982
52,0.008835801
53,0.0084921075
54,0.008071991
55,0.007880892
56,0.0077989274
57,0.0074127438
58,0.007034176
59,0.006750339
60,0.006520914
61,0.006420895
62,0.006296229
63,0.006264784
64,0.0057904897
65,0.0057478375
66,0.0054269126
67,0.0053067254
68,0.004933646
69,0.004919084
70,0.0049156668
71,0.0045440705
72,0.0045257304
73,0.0043573007
74,0.0041976664
75,0.004162359
76,0.0040830458
77,0.0038678544
78,0.003857119
79,0.003601733
80,0.0035148528
81,0.0034543904
82,0.00336403
83,0.0033493268
84,0.0033196846
85,0.0031937426
86,0.0031574876
87,0.00313014
88,0.003093236
89,0.003051728
90,0.003051464
91,0.0030034524
92,0.0029824565
93,0.002860629
94,0.0028125371
95,0.0027581835
96,0.002711287
97,0.0026113885
98,0.0025157074
99,0.0024518284
