,a
0,b'Footwear'
1,b'Footwear'
2,b'Footwear'
3,b'Man'
4,b'Person'
5,b'Human head'
6,b'Boy'
7,b'Human face'
8,b'Man'
9,b'Human hair'
10,b'Human leg'
11,b'Person'
12,b'Human hand'
13,b'Clothing'
14,b'Human face'
15,b'Clothing'
16,b'Person'
17,b'Clothing'
18,b'Person'
19,b'Mammal'
20,b'Clothing'
21,b'Human face'
22,b'Footwear'
23,b'Woman'
24,b'Mammal'
25,b'Human ear'
26,b'Clothing'
27,b'Human face'
28,b'Man'
29,b'Person'
30,b'Clothing'
31,b'Clothing'
32,b'Person'
33,b'Clothing'
34,b'Fashion accessory'
35,b'Human arm'
36,b'Woman'
37,b'Human body'
38,b'Human leg'
39,b'Human hand'
40,b'Mammal'
41,b'Human face'
42,b'Person'
43,b'Clothing'
44,b'Man'
45,b'Human hand'
46,b'Human arm'
47,b'Mammal'
48,b'Human foot'
49,b'Human face'
50,b'Human leg'
51,b'Human face'
52,b'Person'
53,b'Clothing'
54,b'Man'
55,b'Human body'
56,b'Clothing'
57,b'Human arm'
58,b'Human face'
59,b'Girl'
60,b'Fashion accessory'
61,b'Person'
62,b'Human hand'
63,b'Man'
64,b'Footwear'
65,b'Plant'
66,b'Human face'
67,b'Woman'
68,b'Clothing'
69,b'Person'
70,b'Boot'
71,b'Fashion accessory'
72,b'Clothing'
73,b'High heels'
74,b'Boot'
75,b'Human head'
76,b'Tree'
77,b'Human hand'
78,b'Human arm'
79,b'Human body'
80,b'Human face'
81,b'Human leg'
82,b'Fashion accessory'
83,b'Human arm'
84,b'Boot'
85,b'Human face'
86,b'Mammal'
87,b'Human head'
88,b'Sculpture'
89,b'Person'
90,b'Girl'
91,b'Boy'
92,b'Human leg'
93,b'Human hand'
94,b'Boy'
95,b'Mammal'
96,b'Girl'
97,b'Mammal'
98,b'Human head'
99,b'Human foot'
