,a
0,b'Dog'
1,b'Dog'
2,b'Clothing'
3,b'Person'
4,b'Person'
5,b'Clothing'
6,b'Carnivore'
7,b'Chair'
8,b'Person'
9,b'Clothing'
10,b'Furniture'
11,b'Furniture'
12,b'Human arm'
13,b'Person'
14,b'Table'
15,b'Human arm'
16,b'Table'
17,b'Chair'
18,b'Food'
19,b'Animal'
20,b'Human leg'
21,b'Chair'
22,b'Human arm'
23,b'Office supplies'
24,b'Human head'
25,b'Dog'
26,b'Human face'
27,b'Fashion accessory'
28,b'Furniture'
29,b'Clothing'
30,b'Toy'
31,b'Human face'
32,b'Toy'
33,b'Human hand'
34,b'Table'
35,b'Furniture'
36,b'Human leg'
37,b'Person'
38,b'Clothing'
39,b'Human body'
40,b'Human arm'
41,b'Mammal'
42,b'Chair'
43,b'Toy'
44,b'Cattle'
45,b'Human head'
46,b'Home appliance'
47,b'Mammal'
48,b'Mammal'
49,b'Camera'
50,b'Human leg'
51,b'Person'
52,b'Human hand'
53,b'Furniture'
54,b'Man'
55,b'Footwear'
56,b'Mammal'
57,b'Medical equipment'
58,b'Kitchen appliance'
59,b'Toy'
60,b'Person'
61,b'Human arm'
62,b'Table'
63,b'Toy'
64,b'Toy'
65,b'Human hair'
66,b'Mammal'
67,b'Man'
68,b'Human arm'
69,b'Toy'
70,b'Person'
71,b'Food'
72,b'Table'
73,b'Auto part'
74,b'Toy'
75,b'Human body'
76,b'Furniture'
77,b'Woman'
78,b'Footwear'
79,b'Clothing'
80,b'Bowling equipment'
81,b'Human arm'
82,b'Vehicle'
83,b'Toy'
84,b'Land vehicle'
85,b'Person'
86,b'Furniture'
87,b'Person'
88,b'Table'
89,b'Footwear'
90,b'Furniture'
91,b'Woman'
92,b'Person'
93,b'Snack'
94,b'Sewing machine'
95,b'Footwear'
96,b'Man'
97,b'Clothing'
98,b'Vehicle'
99,b'Desk'
