,a
0,0.64646536
1,0.51106346
2,0.44202158
3,0.338081
4,0.32092494
5,0.120347895
6,0.10092107
7,0.08906621
8,0.08200596
9,0.07746836
10,0.074970104
11,0.071745135
12,0.059970282
13,0.05821263
14,0.05183485
15,0.050734617
16,0.040366884
17,0.037722774
18,0.03515559
19,0.033580944
20,0.033198062
21,0.03223561
22,0.024651995
23,0.021620862
24,0.01789959
25,0.017382586
26,0.016323276
27,0.016249854
28,0.015645094
29,0.015630063
30,0.013924614
31,0.012998099
32,0.012740675
33,0.012688417
34,0.012559736
35,0.012372416
36,0.011444254
37,0.011267257
38,0.011243923
39,0.011237699
40,0.010138194
41,0.009990167
42,0.0095249275
43,0.009265174
44,0.008981811
45,0.008977796
46,0.008861308
47,0.0088324025
48,0.0086444905
49,0.008642875
50,0.008525854
51,0.008265139
52,0.007762339
53,0.007679162
54,0.007308051
55,0.0071120476
56,0.0070215166
57,0.006894038
58,0.0068012974
59,0.006561275
60,0.006362338
61,0.0058165337
62,0.005605184
63,0.005514149
64,0.0055003823
65,0.0054818033
66,0.005476913
67,0.005174807
68,0.0051486264
69,0.0049782805
70,0.0048423964
71,0.0048321933
72,0.0048235
73,0.004818267
74,0.0046836566
75,0.00457648
76,0.004508567
77,0.0042979806
78,0.0042724907
79,0.0042028343
80,0.0041790684
81,0.0041294983
82,0.0040769875
83,0.0040645367
84,0.003947148
85,0.0039059955
86,0.003722105
87,0.0036965075
88,0.0036697167
89,0.0036403683
90,0.003512275
91,0.0034547434
92,0.0034006217
93,0.0033685477
94,0.0033297893
95,0.0032464925
96,0.0032392466
97,0.0032100151
98,0.0031381343
99,0.0031207344
