,a
0,0.8121886
1,0.8000334
2,0.7526369
3,0.28241977
4,0.2793336
5,0.21555035
6,0.20038745
7,0.15211797
8,0.12104311
9,0.11860239
10,0.10026582
11,0.089808635
12,0.08339312
13,0.071375765
14,0.061445523
15,0.05119773
16,0.05096001
17,0.049002126
18,0.036524154
19,0.034145407
20,0.03398913
21,0.032982238
22,0.03197837
23,0.029229019
24,0.025078671
25,0.02456098
26,0.021517057
27,0.02139081
28,0.021367392
29,0.021119645
30,0.019483782
31,0.018834757
32,0.017715046
33,0.016257249
34,0.016233634
35,0.014994915
36,0.014850637
37,0.014595735
38,0.012177285
39,0.010942842
40,0.009667385
41,0.009522179
42,0.008654048
43,0.008355601
44,0.008212771
45,0.008040059
46,0.007079364
47,0.0069612567
48,0.0068302834
49,0.006828522
50,0.0064936318
51,0.0064733205
52,0.0062717083
53,0.0060640736
54,0.005855592
55,0.005378578
56,0.0050604595
57,0.0050426726
58,0.0049405363
59,0.004804494
60,0.0047354684
61,0.004490909
62,0.00448133
63,0.0042987657
64,0.004287795
65,0.0042735096
66,0.003925678
67,0.0038571605
68,0.0037765244
69,0.0037647593
70,0.0037299893
71,0.0037180246
72,0.003628333
73,0.0035536934
74,0.0035135038
75,0.0033893045
76,0.0033693572
77,0.0033473622
78,0.0033238484
79,0.0033147412
80,0.0031077394
81,0.0029753824
82,0.0028852725
83,0.0028659496
84,0.0027799348
85,0.002745873
86,0.0026819743
87,0.0025357022
88,0.0024815877
89,0.0023581702
90,0.0023455797
91,0.0020673713
92,0.0020610797
93,0.0020366784
94,0.0020325999
95,0.0019569134
96,0.0019315444
97,0.0018851238
98,0.0018249996
99,0.0018199485
