,a
0,0.9599766
1,0.9094798
2,0.16320993
3,0.119462885
4,0.11582787
5,0.11513197
6,0.06893816
7,0.052779812
8,0.049248543
9,0.04777503
10,0.043625753
11,0.04222131
12,0.040966358
13,0.0406932
14,0.036871817
15,0.035224296
16,0.034465645
17,0.03128226
18,0.030885866
19,0.030086366
20,0.027834034
21,0.027819598
22,0.02432596
23,0.02069382
24,0.01827
25,0.017800918
26,0.017274098
27,0.016748497
28,0.016369946
29,0.015189696
30,0.014512842
31,0.014215463
32,0.013405548
33,0.012967526
34,0.012845771
35,0.012639111
36,0.011860581
37,0.0118355425
38,0.011045081
39,0.010920896
40,0.010454917
41,0.010354749
42,0.010313379
43,0.0099945245
44,0.009945245
45,0.009934736
46,0.008382136
47,0.008108943
48,0.00787522
49,0.0072572078
50,0.007186857
51,0.007052146
52,0.006545576
53,0.006403668
54,0.0063102976
55,0.0061078276
56,0.0060965642
57,0.005517262
58,0.005207411
59,0.005098977
60,0.004910358
61,0.0048878356
62,0.004734521
63,0.004677627
64,0.004505854
65,0.00449167
66,0.0044364887
67,0.0043172184
68,0.0042526834
69,0.0042057894
70,0.004096567
71,0.0040565305
72,0.0039000395
73,0.0038701126
74,0.0037921625
75,0.0037331833
76,0.0036821975
77,0.0036035299
78,0.0033867396
79,0.0033653819
80,0.003270919
81,0.0032087197
82,0.0031700798
83,0.003163081
84,0.003054459
85,0.00300024
86,0.002998412
87,0.0029837
88,0.0029549887
89,0.0029391441
90,0.0029314992
91,0.0029178804
92,0.0028757015
93,0.0028325692
94,0.0027118314
95,0.0027066034
96,0.002682087
97,0.0026557317
98,0.0026093363
99,0.00257534
