,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Shelf'
4,b'Shelf'
5,b'Furniture'
6,b'Cupboard'
7,b'Trousers'
8,b'Shelf'
9,b'Human hair'
10,b'House'
11,b'Shelf'
12,b'Shelf'
13,b'Cabinetry'
14,b'Furniture'
15,b'Person'
16,b'Girl'
17,b'Shelf'
18,b'Wardrobe'
19,b'Bed'
20,b'Suit'
21,b'Jeans'
22,b'Shelf'
23,b'Door'
24,b'Coat'
25,b'Bathroom accessory'
26,b'Human leg'
27,b'Shelf'
28,b'Human leg'
29,b'Shelf'
30,b'Furniture'
31,b'Cabinetry'
32,b'Door handle'
33,b'Jacket'
34,b'Shelf'
35,b'Human head'
36,b'Medical equipment'
37,b'Human arm'
38,b'Human body'
39,b'Dress'
40,b'Bookcase'
41,b'Shelf'
42,b'Building'
43,b'Shelf'
44,b'Closet'
45,b'Furniture'
46,b'Clothing'
47,b'Shelf'
48,b'Cabinetry'
49,b'Shelf'
50,b'Shelf'
51,b'Human mouth'
52,b'Cabinetry'
53,b'Refrigerator'
54,b'Furniture'
55,b'Clothing'
56,b'Human leg'
57,b'Window'
58,b'Shelf'
59,b'Door'
60,b'Furniture'
61,b'Wardrobe'
62,b'House'
63,b'Human arm'
64,b'Human arm'
65,b'Bookcase'
66,b'Human arm'
67,b'Cabinetry'
68,b'Person'
69,b'Toy'
70,b'Dress'
71,b'Shelf'
72,b'Shelf'
73,b'Cabinetry'
74,b'Shelf'
75,b'Human nose'
76,b'Wardrobe'
77,b'Cupboard'
78,b'Shelf'
79,b'Chest of drawers'
80,b'Shelf'
81,b'Countertop'
82,b'Porch'
83,b'House'
84,b'Closet'
85,b'Building'
86,b'Human hair'
87,b'Human hand'
88,b'Door'
89,b'Furniture'
90,b'Human eye'
91,b'Kitchen appliance'
92,b'Building'
93,b'Shower'
94,b'Cabinetry'
95,b'Countertop'
96,b'Cupboard'
97,b'Shelf'
98,b'Window'
99,b'Mammal'
