,a
0,b'Clothing'
1,b'Umbrella'
2,b'Furniture'
3,b'Clothing'
4,b'Clothing'
5,b'Clothing'
6,b'Clothing'
7,b'Person'
8,b'Person'
9,b'Clothing'
10,b'Clothing'
11,b'Human face'
12,b'Clothing'
13,b'Clothing'
14,b'Umbrella'
15,b'Furniture'
16,b'Person'
17,b'Footwear'
18,b'Man'
19,b'Clothing'
20,b'Tent'
21,b'Clothing'
22,b'Clothing'
23,b'Furniture'
24,b'Clothing'
25,b'Bed'
26,b'Clothing'
27,b'Clothing'
28,b'Human arm'
29,b'Furniture'
30,b'Man'
31,b'Bed'
32,b'Clothing'
33,b'Toy'
34,b'Lamp'
35,b'Person'
36,b'Curtain'
37,b'Clothing'
38,b'Clothing'
39,b'Closet'
40,b'Land vehicle'
41,b'Person'
42,b'Flower'
43,b'Clothing'
44,b'Land vehicle'
45,b'Clothing'
46,b'Toy'
47,b'Clothing'
48,b'Plant'
49,b'Mammal'
50,b'Clothing'
51,b'Person'
52,b'Couch'
53,b'Footwear'
54,b'Clothing'
55,b'Furniture'
56,b'Person'
57,b'Person'
58,b'Human leg'
59,b'Chair'
60,b'Closet'
61,b'Human leg'
62,b'Clothing'
63,b'Human body'
64,b'Clothing'
65,b'Furniture'
66,b'Clothing'
67,b'Furniture'
68,b'Person'
69,b'Clothing'
70,b'Woman'
71,b'Umbrella'
72,b'Clothing'
73,b'Vehicle'
74,b'Human body'
75,b'Human leg'
76,b'Tent'
77,b'Clothing'
78,b'Human arm'
79,b'Woman'
80,b'Clothing'
81,b'Clothing'
82,b'Human arm'
83,b'Toy'
84,b'Chair'
85,b'Chair'
86,b'Clothing'
87,b'Human leg'
88,b'Clothing'
89,b'Closet'
90,b'Clothing'
91,b'Toy'
92,b'Human leg'
93,b'Clothing'
94,b'Vehicle'
95,b'Clothing'
96,b'Sofa bed'
97,b'Lamp'
98,b'Rose'
99,b'Dress'
