,a
0,b'Human face'
1,b'Clothing'
2,b'Human mouth'
3,b'Woman'
4,b'Person'
5,b'Man'
6,b'Human ear'
7,b'Human hair'
8,b'Clothing'
9,b'Clothing'
10,b'Girl'
11,b'Human head'
12,b'Human hair'
13,b'Clothing'
14,b'Human hair'
15,b'Clothing'
16,b'Human hair'
17,b'Suit'
18,b'Human body'
19,b'Woman'
20,b'Shirt'
21,b'Clothing'
22,b'Human mouth'
23,b'Suit'
24,b'Boy'
25,b'Human head'
26,b'Human nose'
27,b'Person'
28,b'Human arm'
29,b'Clothing'
30,b'Human nose'
31,b'Mammal'
32,b'Human nose'
33,b'Human face'
34,b'Human hair'
35,b'Clothing'
36,b'Human hair'
37,b'Human nose'
38,b'Woman'
39,b'Human face'
40,b'Man'
41,b'Human hair'
42,b'Human head'
43,b'Clothing'
44,b'Human ear'
45,b'Human nose'
46,b'Person'
47,b'Clothing'
48,b'Girl'
49,b'Human nose'
50,b'Shirt'
51,b'Shirt'
52,b'Human arm'
53,b'Person'
54,b'Clothing'
55,b'Suit'
56,b'Human hair'
57,b'Shirt'
58,b'Human nose'
59,b'Man'
60,b'Human hair'
61,b'Lipstick'
62,b'Human nose'
63,b'Human hair'
64,b'Jacket'
65,b'Woman'
66,b'Human eye'
67,b'Human eye'
68,b'Person'
69,b'Human hair'
70,b'Human nose'
71,b'Human arm'
72,b'Person'
73,b'Human arm'
74,b'Human head'
75,b'Human body'
76,b'Human ear'
77,b'Human body'
78,b'Human nose'
79,b'Human arm'
80,b'Scarf'
81,b'Woman'
82,b'Mammal'
83,b'Man'
84,b'Human eye'
85,b'Dress'
86,b'Human head'
87,b'Human head'
88,b'Human nose'
89,b'Human hair'
90,b'Human nose'
91,b'Clothing'
92,b'Human hair'
93,b'Human arm'
94,b'Fashion accessory'
95,b'Suit'
96,b'Cosmetics'
97,b'Human arm'
98,b'Human nose'
99,b'Shirt'
