,a
0,0.9926878
1,0.463885
2,0.43053502
3,0.31322804
4,0.28106546
5,0.27445126
6,0.14200926
7,0.13344815
8,0.07560153
9,0.070364594
10,0.055373397
11,0.050724007
12,0.050207652
13,0.043708976
14,0.040109
15,0.03294814
16,0.03151365
17,0.026271595
18,0.026101863
19,0.02565136
20,0.025052985
21,0.024631307
22,0.024125636
23,0.019489007
24,0.0189016
25,0.018815048
26,0.018527238
27,0.018432194
28,0.016706005
29,0.016530586
30,0.015530641
31,0.015101511
32,0.014383513
33,0.014256018
34,0.01388836
35,0.013786642
36,0.01363224
37,0.013547489
38,0.012512917
39,0.0124766985
40,0.012019037
41,0.01179439
42,0.011238361
43,0.010777526
44,0.010494359
45,0.0095961625
46,0.009572351
47,0.0092625255
48,0.008668196
49,0.008272838
50,0.008016102
51,0.007679169
52,0.0074719563
53,0.007371083
54,0.006994791
55,0.006619748
56,0.00660798
57,0.0065010395
58,0.006489757
59,0.006124199
60,0.0059039076
61,0.0056336387
62,0.005625481
63,0.004957021
64,0.0048968056
65,0.004705439
66,0.004536881
67,0.004455439
68,0.0043930393
69,0.0043474715
70,0.0043071853
71,0.0042374916
72,0.0041994397
73,0.0041309893
74,0.0039577396
75,0.0039055285
76,0.0038900468
77,0.003641889
78,0.0035940276
79,0.0035643808
80,0.0035569035
81,0.0034711894
82,0.003285751
83,0.0032687313
84,0.0032684077
85,0.0032569272
86,0.0030406043
87,0.0028092845
88,0.002774269
89,0.0027347358
90,0.0027266277
91,0.0026868144
92,0.0026738816
93,0.0026501191
94,0.0026032971
95,0.0025860653
96,0.0025494432
97,0.0025428452
98,0.002536231
99,0.0025113923
