,a,b,c,d
0,0.4213361,0.7648411,0.7844309,0.8547361
1,0.38345355,0.6373742,0.6651651,0.6953267
2,0.46372935,0.7681554,0.7127518,0.84866184
3,0.4261674,0.7629611,0.78381044,0.8568625
4,0.41977718,0.6389822,0.56163234,0.69050574
5,0.36101478,0.67799836,0.62368995,0.73625225
6,0.372694,0.64959687,0.6638093,0.71240693
7,0.7518171,0.8045064,0.7876559,0.83591485
8,0.32372305,0.32082546,0.56179214,0.380124
9,0.22430131,0.0,0.97816104,0.98123837
10,0.33019152,0.35884902,0.5435263,0.40092415
11,0.3169841,0.35260907,0.56142753,0.401068
12,0.4051557,0.6847698,0.5192637,0.73440576
13,0.3308478,0.3303795,0.5514964,0.3839195
14,0.31623784,0.3582299,0.5628218,0.40202743
15,0.00018763225,0.06577484,0.5293459,0.8918559
16,0.5897236,0.53083134,0.6312277,0.55026287
17,0.24699786,0.0035175323,0.9444079,0.95073485
18,0.38865373,0.64004135,0.6439469,0.6934024
19,0.43563208,0.6885519,0.5156623,0.7305711
20,0.41906238,0.68582374,0.58134764,0.7351835
21,0.5491327,0.0018424224,0.8478598,0.063584395
22,0.0,0.6696151,0.3706552,0.99208194
23,0.33992332,0.3147361,0.5286664,0.36923864
24,0.31173322,0.3307411,0.5638032,0.38542196
25,0.6038893,0.64857626,0.6390799,0.66922337
26,0.3624117,0.6770383,0.62431115,0.7371014
27,0.7253975,0.76939976,0.77488846,0.79285175
28,0.6081723,0.64449334,0.63948846,0.6645521
29,0.7407546,0.7724035,0.7744526,0.79316854
30,0.36588717,0.0209935,1.0,0.8859306
31,0.3390292,0.316677,0.47546753,0.3806549
32,0.74659085,0.80225235,0.7845903,0.82765454
33,0.7070981,0.93084806,0.8259907,0.97711575
34,0.37401778,0.64837825,0.66053295,0.71264523
35,0.5905125,0.80299544,0.7780413,0.8391943
36,0.5497755,0.0010483813,0.8504171,0.07359219
37,0.38613445,0.685329,0.6095346,0.73558795
38,0.38631785,0.63681513,0.66582716,0.69999045
39,0.3314299,0.3414936,0.5108486,0.39060995
40,0.2746019,0.47029862,0.63566524,0.5582665
41,0.40363693,0.63962704,0.64240384,0.6916647
42,0.35111502,0.6681396,0.7042913,0.7451371
43,0.60195255,0.64584637,0.6348308,0.66190416
44,0.34371084,0.31408066,0.48533824,0.35403174
45,0.0,0.10517529,0.83742833,0.94756955
46,0.32723588,0.32209125,0.5594735,0.37932277
47,0.53504187,0.0024346209,0.8690801,0.080268346
48,0.39033207,0.6760835,0.5511554,0.7314767
49,0.60110277,0.65459454,0.63690966,0.67076707
50,0.70818186,0.92886996,0.83054477,0.9802691
51,0.38643774,0.6907601,0.5985103,0.7459698
52,0.37528384,0.68395096,0.45435,0.7293472
53,0.31889305,0.36017698,0.5665631,0.40146378
54,0.26233613,0.0,0.99099034,0.9867291
55,0.0,0.24168502,0.4087068,0.5292735
56,0.29994068,0.032882877,0.43639284,0.06849868
57,0.38037792,0.6374516,0.65565556,0.69400525
58,0.72648096,0.80615646,0.78092974,0.83717865
59,0.7466055,0.7800084,0.7775845,0.7999983
60,0.59496105,0.77458715,0.7760201,0.80865806
61,0.0023826472,0.09004215,0.39911807,0.40376282
62,0.7111194,0.92748046,0.82690525,0.97832775
63,0.539882,0.782134,0.7558316,0.84476155
64,0.35052618,0.68232137,0.45972362,0.73098576
65,0.33445928,0.3105867,0.53495675,0.35444298
66,0.7384912,0.80791944,0.77391255,0.8351367
67,0.41322628,0.6369322,0.6163814,0.69702756
68,0.43457073,0.76173466,0.7839689,0.8555242
69,0.3901811,0.6853858,0.6160904,0.7362597
70,0.58326334,0.5274234,0.6282209,0.54650056
71,0.6880759,0.7689465,0.77547437,0.7922769
72,0.5882009,0.78283435,0.7793626,0.8224444
73,0.32193843,0.31370735,0.5564642,0.3678731
74,0.11370926,0.44350037,0.51376355,0.81637436
75,0.40788093,0.68439674,0.6095007,0.7378733
76,0.31983128,0.34199676,0.5449876,0.3900054
77,0.60656244,0.67146194,0.70938,0.695254
78,0.0,0.1310502,0.33423734,0.57889664
79,0.64315474,0.6735954,0.71636254,0.6947859
80,0.734748,0.7732875,0.76977456,0.7875169
81,0.42361793,0.79928005,0.4831679,0.83288145
82,0.21216927,0.0,0.9912735,1.0
83,0.42699638,0.76727337,0.7781552,0.8601419
84,0.27995226,0.4624211,0.6033805,0.5493524
85,0.0,0.83170277,0.24819668,0.9970917
86,0.17996287,0.0,0.97309685,1.0
87,0.40811986,0.33002776,0.55697656,0.3744304
88,0.18156922,0.0,0.99006563,1.0
89,0.0,0.018831061,0.37318388,0.302181
90,0.7144889,0.92975026,0.82516915,0.9762511
91,0.49903032,0.64407605,0.6381707,0.6717007
92,0.35512263,0.68115944,0.44536814,0.73018074
93,0.39307433,0.6754193,0.6426174,0.7437674
94,0.41172013,0.6406544,0.6399669,0.6863097
95,0.38503215,0.4961863,0.6266725,0.5500372
96,0.4813431,0.7606874,0.72367436,0.7976843
97,0.59125364,0.7788428,0.74612737,0.83581716
98,0.604317,0.7696905,0.77537906,0.79707503
99,0.2673993,0.4630502,0.63634515,0.55087376
