,a
0,b'Food'
1,b'Human hand'
2,b'Person'
3,b'Person'
4,b'Human hand'
5,b'Snack'
6,b'Wok'
7,b'Human arm'
8,b'Human hand'
9,b'Person'
10,b'Tableware'
11,b'Human foot'
12,b'Human hand'
13,b'Kitchen appliance'
14,b'Bowl'
15,b'Clothing'
16,b'Clothing'
17,b'Fast food'
18,b'Human arm'
19,b'Human arm'
20,b'Human hand'
21,b'Clothing'
22,b'Dessert'
23,b'Human leg'
24,b'Frying pan'
25,b'Kitchen utensil'
26,b'Human arm'
27,b'Clothing'
28,b'Food'
29,b'Bowl'
30,b'Food'
31,b'Man'
32,b'Food'
33,b'Human hand'
34,b'Slow cooker'
35,b'Mammal'
36,b'Human arm'
37,b'Mammal'
38,b'Human face'
39,b'Human arm'
40,b'Human hand'
41,b'Dessert'
42,b'Dairy'
43,b'Human face'
44,b'Human hand'
45,b'Drink'
46,b'Table'
47,b'Frying pan'
48,b'Human face'
49,b'Person'
50,b'Human hand'
51,b'Human hand'
52,b'Pasta'
53,b'Human leg'
54,b'Tableware'
55,b'Woman'
56,b'Food'
57,b'Human hand'
58,b'Food'
59,b'Chopsticks'
60,b'Human face'
61,b'Kitchen appliance'
62,b'Human hand'
63,b'Snack'
64,b'Food'
65,b'Wok'
66,b'Furniture'
67,b'Tableware'
68,b'Food'
69,b'Cocktail'
70,b'Food'
71,b'Human arm'
72,b'Human arm'
73,b'Plant'
74,b'Baked goods'
75,b'Office supplies'
76,b'Human leg'
77,b'Human hand'
78,b'Mixing bowl'
79,b'Dessert'
80,b'Glove'
81,b'Food'
82,b'Girl'
83,b'Food'
84,b'Person'
85,b'Person'
86,b'Food'
87,b'Clothing'
88,b'Houseplant'
89,b'Clothing'
90,b'Animal'
91,b'Human body'
92,b'Mammal'
93,b'Food'
94,b'Food'
95,b'Human hand'
96,b'Seafood'
97,b'Fast food'
98,b'Food'
99,b'Medical equipment'
