,a
0,b'Cat'
1,b'Box'
2,b'Shellfish'
3,b'Animal'
4,b'Cat'
5,b'Furniture'
6,b'Cat furniture'
7,b'Fashion accessory'
8,b'Musical instrument'
9,b'Office supplies'
10,b'Invertebrate'
11,b'Box'
12,b'Toy'
13,b'Mouse'
14,b'Food'
15,b'Clothing'
16,b'Furniture'
17,b'Human hand'
18,b'Clothing'
19,b'Mammal'
20,b'Table'
21,b'Dog bed'
22,b'Dessert'
23,b'Clothing'
24,b'Person'
25,b'Furniture'
26,b'Carnivore'
27,b'Medical equipment'
28,b'Rabbit'
29,b'Fashion accessory'
30,b'Box'
31,b'Footwear'
32,b'Bat'
33,b'Dog'
34,b'Animal'
35,b'Land vehicle'
36,b'Cake'
37,b'Dog bed'
38,b'Clothing'
39,b'Hamster'
40,b'Auto part'
41,b'Clothing'
42,b'Cat furniture'
43,b'Handbag'
44,b'Mouse'
45,b'Medical equipment'
46,b'Cat furniture'
47,b'Clothing'
48,b'Mammal'
49,b'Baked goods'
50,b'Baked goods'
51,b'Lamp'
52,b'Box'
53,b'Table'
54,b'Musical instrument'
55,b'Toy'
56,b'Office supplies'
57,b'Cat'
58,b'Table'
59,b'Food'
60,b'Headphones'
61,b'Boot'
62,b'Handbag'
63,b'Fashion accessory'
64,b'Vegetable'
65,b'Clothing'
66,b'Mammal'
67,b'Bowl'
68,b'Suitcase'
69,b'Person'
70,b'Office supplies'
71,b'Human arm'
72,b'Furniture'
73,b'Carnivore'
74,b'Handbag'
75,b'Fashion accessory'
76,b'Plastic bag'
77,b'Person'
78,b'Food'
79,b'Person'
80,b'Luggage and bags'
81,b'Furniture'
82,b'Furniture'
83,b'Toy'
84,b'Spoon'
85,b'Tableware'
86,b'Baked goods'
87,b'Medical equipment'
88,b'Cake'
89,b'Seafood'
90,b'Furniture'
91,b'Mammal'
92,b'Glove'
93,b'Clothing'
94,b'Picture frame'
95,b'Fashion accessory'
96,b'Auto part'
97,b'Snack'
98,b'Footwear'
99,b'Toy'
