,a
0,0.8762385
1,0.72690624
2,0.70295775
3,0.54969114
4,0.27029422
5,0.24847269
6,0.2318423
7,0.21324055
8,0.19341658
9,0.1616441
10,0.15422621
11,0.13249286
12,0.12390442
13,0.12157758
14,0.1201404
15,0.11034423
16,0.09393798
17,0.08432196
18,0.08145306
19,0.07489056
20,0.07454104
21,0.07355496
22,0.05392028
23,0.052827276
24,0.05127244
25,0.044262014
26,0.044219576
27,0.038551938
28,0.03706283
29,0.036810957
30,0.03522694
31,0.033870112
32,0.031791296
33,0.03146884
34,0.030366948
35,0.030030798
36,0.030005522
37,0.02989461
38,0.02921808
39,0.028181631
40,0.027448691
41,0.026832104
42,0.026518695
43,0.024927525
44,0.024094542
45,0.022430023
46,0.022360433
47,0.022323256
48,0.021702588
49,0.021221176
50,0.02074653
51,0.018504161
52,0.017257804
53,0.01668454
54,0.01666911
55,0.01611728
56,0.014462652
57,0.014222384
58,0.013775666
59,0.013079858
60,0.013058154
61,0.012399172
62,0.012392918
63,0.012271346
64,0.011928776
65,0.011358599
66,0.011242408
67,0.011047592
68,0.009988166
69,0.009460108
70,0.008905798
71,0.008702001
72,0.008654583
73,0.00854594
74,0.00819816
75,0.0073898644
76,0.0073709902
77,0.0072546015
78,0.0071133706
79,0.0070046927
80,0.0069623687
81,0.0069140345
82,0.00691124
83,0.006771698
84,0.006359384
85,0.0061315713
86,0.006100436
87,0.006023786
88,0.005995146
89,0.0059871194
90,0.0059157936
91,0.005800398
92,0.0056980657
93,0.0056550363
94,0.0055123623
95,0.0053478163
96,0.005285752
97,0.0051256763
98,0.005111982
99,0.005061039
