,a
0,0.9853814
1,0.7505673
2,0.59866256
3,0.41256467
4,0.3810563
5,0.31533802
6,0.2962351
7,0.19322233
8,0.17115545
9,0.16523965
10,0.12694357
11,0.1153337
12,0.0982501
13,0.0967222
14,0.08385106
15,0.077384256
16,0.072029494
17,0.07067907
18,0.07044585
19,0.070247404
20,0.068505
21,0.06692155
22,0.06128173
23,0.056906298
24,0.05649195
25,0.05506319
26,0.040442735
27,0.039933294
28,0.035362642
29,0.034938365
30,0.034902826
31,0.034523763
32,0.028891671
33,0.028345468
34,0.025642123
35,0.022574486
36,0.01805564
37,0.016464906
38,0.016263474
39,0.01615434
40,0.015682984
41,0.014773138
42,0.01407754
43,0.013869117
44,0.01298654
45,0.012978597
46,0.01284774
47,0.012616221
48,0.011921623
49,0.010760887
50,0.010631137
51,0.010611615
52,0.010145514
53,0.0096262675
54,0.009608023
55,0.009201177
56,0.008297192
57,0.007745836
58,0.0075714057
59,0.007507375
60,0.007424722
61,0.0073027103
62,0.007090062
63,0.0069131516
64,0.0068448177
65,0.006523156
66,0.0064387773
67,0.0062529603
68,0.0062274537
69,0.0060641496
70,0.006056455
71,0.005623736
72,0.0052110637
73,0.005091076
74,0.005038332
75,0.004727211
76,0.0046989536
77,0.0045610955
78,0.004398264
79,0.0043846257
80,0.0042622434
81,0.0042216713
82,0.00401735
83,0.0039613266
84,0.0037421219
85,0.0036813854
86,0.0035544871
87,0.0035478745
88,0.0032558641
89,0.0032235563
90,0.0031939605
91,0.0031912706
92,0.0031668986
93,0.003121565
94,0.0030938087
95,0.0030235804
96,0.002940931
97,0.0029400103
98,0.0029184136
99,0.0028976428
